result,rollno
"R1631049,PROFESSIONAL ETHICS & HUMAN VALUES,COMPLETED,0,R1631051,COMPILER DESIGN,C,3,R1631052,UNIX PROGRAMMING,C,3,R1631053,OBJECT ORIENTED ANALYSIS AND DESIGN USING UML,C,3,R1631054,DATABASE MANAGEMENT SYSTEMS,C,3,R1631055,OPERATING SYSTEMS,B,3,R1631056,UNIFIED MODELING LAB,O,2,R1631057,OPERATING SYSTEM & LINUX PROGRAMMING LAB,S,2,R1631058,DATABASE MANAGEMENT SYSTEM LAB,S,2",17H71A0567
,17H71A0568
"R1631049,PROFESSIONAL ETHICS & HUMAN VALUES,COMPLETED,0,R1631051,COMPILER DESIGN,S,3,R1631052,UNIX PROGRAMMING,B,3,R1631053,OBJECT ORIENTED ANALYSIS AND DESIGN USING UML,B,3,R1631054,DATABASE MANAGEMENT SYSTEMS,C,3,R1631055,OPERATING SYSTEMS,B,3,R1631056,UNIFIED MODELING LAB,O,2,R1631057,OPERATING SYSTEM & LINUX PROGRAMMING LAB,O,2,R1631058,DATABASE MANAGEMENT SYSTEM LAB,O,2",17H71A0569
"R1631049,PROFESSIONAL ETHICS & HUMAN VALUES,COMPLETED,0,R1631051,COMPILER DESIGN,B,3,R1631052,UNIX PROGRAMMING,B,3,R1631053,OBJECT ORIENTED ANALYSIS AND DESIGN USING UML,C,3,R1631054,DATABASE MANAGEMENT SYSTEMS,D,3,R1631055,OPERATING SYSTEMS,B,3,R1631056,UNIFIED MODELING LAB,O,2,R1631057,OPERATING SYSTEM & LINUX PROGRAMMING LAB,O,2,R1631058,DATABASE MANAGEMENT SYSTEM LAB,O,2",17H71A0570
"R1631049,PROFESSIONAL ETHICS & HUMAN VALUES,COMPLETED,0,R1631051,COMPILER DESIGN,D,3,R1631052,UNIX PROGRAMMING,D,3,R1631053,OBJECT ORIENTED ANALYSIS AND DESIGN USING UML,C,3,R1631054,DATABASE MANAGEMENT SYSTEMS,C,3,R1631055,OPERATING SYSTEMS,C,3,R1631056,UNIFIED MODELING LAB,O,2,R1631057,OPERATING SYSTEM & LINUX PROGRAMMING LAB,O,2,R1631058,DATABASE MANAGEMENT SYSTEM LAB,S,2",17H71A0571
"R1631049,PROFESSIONAL ETHICS & HUMAN VALUES,COMPLETED,0,R1631051,COMPILER DESIGN,C,3,R1631052,UNIX PROGRAMMING,B,3,R1631053,OBJECT ORIENTED ANALYSIS AND DESIGN USING UML,B,3,R1631054,DATABASE MANAGEMENT SYSTEMS,B,3,R1631055,OPERATING SYSTEMS,C,3,R1631056,UNIFIED MODELING LAB,O,2,R1631057,OPERATING SYSTEM & LINUX PROGRAMMING LAB,O,2,R1631058,DATABASE MANAGEMENT SYSTEM LAB,O,2",17H71A0572
"R1631049,PROFESSIONAL ETHICS & HUMAN VALUES,COMPLETED,0,R1631051,COMPILER DESIGN,B,3,R1631052,UNIX PROGRAMMING,A,3,R1631053,OBJECT ORIENTED ANALYSIS AND DESIGN USING UML,B,3,R1631054,DATABASE MANAGEMENT SYSTEMS,B,3,R1631055,OPERATING SYSTEMS,A,3,R1631056,UNIFIED MODELING LAB,O,2,R1631057,OPERATING SYSTEM & LINUX PROGRAMMING LAB,O,2,R1631058,DATABASE MANAGEMENT SYSTEM LAB,O,2",17H71A0574
"R1631049,PROFESSIONAL ETHICS & HUMAN VALUES,COMPLETED,0,R1631051,COMPILER DESIGN,A,3,R1631052,UNIX PROGRAMMING,A,3,R1631053,OBJECT ORIENTED ANALYSIS AND DESIGN USING UML,B,3,R1631054,DATABASE MANAGEMENT SYSTEMS,B,3,R1631055,OPERATING SYSTEMS,B,3,R1631056,UNIFIED MODELING LAB,O,2,R1631057,OPERATING SYSTEM & LINUX PROGRAMMING LAB,O,2,R1631058,DATABASE MANAGEMENT SYSTEM LAB,O,2",17H71A0575
"R1631049,PROFESSIONAL ETHICS & HUMAN VALUES,COMPLETED,0,R1631051,COMPILER DESIGN,C,3,R1631052,UNIX PROGRAMMING,B,3,R1631053,OBJECT ORIENTED ANALYSIS AND DESIGN USING UML,B,3,R1631054,DATABASE MANAGEMENT SYSTEMS,A,3,R1631055,OPERATING SYSTEMS,B,3,R1631056,UNIFIED MODELING LAB,O,2,R1631057,OPERATING SYSTEM & LINUX PROGRAMMING LAB,O,2,R1631058,DATABASE MANAGEMENT SYSTEM LAB,O,2",17H71A0576
"R1631049,PROFESSIONAL ETHICS & HUMAN VALUES,COMPLETED,0,R1631051,COMPILER DESIGN,F,0,R1631052,UNIX PROGRAMMING,D,3,R1631053,OBJECT ORIENTED ANALYSIS AND DESIGN USING UML,F,0,R1631054,DATABASE MANAGEMENT SYSTEMS,F,0,R1631055,OPERATING SYSTEMS,F,0,R1631056,UNIFIED MODELING LAB,S,2,R1631057,OPERATING SYSTEM & LINUX PROGRAMMING LAB,A,2,R1631058,DATABASE MANAGEMENT SYSTEM LAB,A,2",17H71A0577
"R1631049,PROFESSIONAL ETHICS & HUMAN VALUES,COMPLETED,0,R1631051,COMPILER DESIGN,A,3,R1631052,UNIX PROGRAMMING,S,3,R1631053,OBJECT ORIENTED ANALYSIS AND DESIGN USING UML,B,3,R1631054,DATABASE MANAGEMENT SYSTEMS,B,3,R1631055,OPERATING SYSTEMS,A,3,R1631056,UNIFIED MODELING LAB,O,2,R1631057,OPERATING SYSTEM & LINUX PROGRAMMING LAB,O,2,R1631058,DATABASE MANAGEMENT SYSTEM LAB,O,2",17H71A0578
"R1631049,PROFESSIONAL ETHICS & HUMAN VALUES,COMPLETED,0,R1631051,COMPILER DESIGN,C,3,R1631052,UNIX PROGRAMMING,C,3,R1631053,OBJECT ORIENTED ANALYSIS AND DESIGN USING UML,C,3,R1631054,DATABASE MANAGEMENT SYSTEMS,D,3,R1631055,OPERATING SYSTEMS,D,3,R1631056,UNIFIED MODELING LAB,O,2,R1631057,OPERATING SYSTEM & LINUX PROGRAMMING LAB,A,2,R1631058,DATABASE MANAGEMENT SYSTEM LAB,A,2",17H71A0579
"R1631049,PROFESSIONAL ETHICS & HUMAN VALUES,COMPLETED,0,R1631051,COMPILER DESIGN,D,3,R1631052,UNIX PROGRAMMING,D,3,R1631053,OBJECT ORIENTED ANALYSIS AND DESIGN USING UML,C,3,R1631054,DATABASE MANAGEMENT SYSTEMS,F,0,R1631055,OPERATING SYSTEMS,D,3,R1631056,UNIFIED MODELING LAB,O,2,R1631057,OPERATING SYSTEM & LINUX PROGRAMMING LAB,A,2,R1631058,DATABASE MANAGEMENT SYSTEM LAB,A,2",17H71A0580
"R1631049,PROFESSIONAL ETHICS & HUMAN VALUES,COMPLETED,0,R1631051,COMPILER DESIGN,B,3,R1631052,UNIX PROGRAMMING,A,3,R1631053,OBJECT ORIENTED ANALYSIS AND DESIGN USING UML,A,3,R1631054,DATABASE MANAGEMENT SYSTEMS,B,3,R1631055,OPERATING SYSTEMS,C,3,R1631056,UNIFIED MODELING LAB,O,2,R1631057,OPERATING SYSTEM & LINUX PROGRAMMING LAB,O,2,R1631058,DATABASE MANAGEMENT SYSTEM LAB,O,2",17H71A0581
"R1631049,PROFESSIONAL ETHICS & HUMAN VALUES,COMPLETED,0,R1631051,COMPILER DESIGN,D,3,R1631052,UNIX PROGRAMMING,C,3,R1631053,OBJECT ORIENTED ANALYSIS AND DESIGN USING UML,B,3,R1631054,DATABASE MANAGEMENT SYSTEMS,D,3,R1631055,OPERATING SYSTEMS,B,3,R1631056,UNIFIED MODELING LAB,O,2,R1631057,OPERATING SYSTEM & LINUX PROGRAMMING LAB,S,2,R1631058,DATABASE MANAGEMENT SYSTEM LAB,O,2",17H71A0582
"R1631049,PROFESSIONAL ETHICS & HUMAN VALUES,COMPLETED,0,R1631051,COMPILER DESIGN,S,3,R1631052,UNIX PROGRAMMING,A,3,R1631053,OBJECT ORIENTED ANALYSIS AND DESIGN USING UML,B,3,R1631054,DATABASE MANAGEMENT SYSTEMS,B,3,R1631055,OPERATING SYSTEMS,A,3,R1631056,UNIFIED MODELING LAB,O,2,R1631057,OPERATING SYSTEM & LINUX PROGRAMMING LAB,O,2,R1631058,DATABASE MANAGEMENT SYSTEM LAB,O,2",17H71A0583
"R1631049,PROFESSIONAL ETHICS & HUMAN VALUES,COMPLETED,0,R1631051,COMPILER DESIGN,F,0,R1631052,UNIX PROGRAMMING,F,0,R1631053,OBJECT ORIENTED ANALYSIS AND DESIGN USING UML,D,3,R1631054,DATABASE MANAGEMENT SYSTEMS,F,0,R1631055,OPERATING SYSTEMS,D,3,R1631056,UNIFIED MODELING LAB,A,2,R1631057,OPERATING SYSTEM & LINUX PROGRAMMING LAB,B,2,R1631058,DATABASE MANAGEMENT SYSTEM LAB,A,2",17H71A0584
"R1631049,PROFESSIONAL ETHICS & HUMAN VALUES,COMPLETED,0,R1631051,COMPILER DESIGN,B,3,R1631052,UNIX PROGRAMMING,A,3,R1631053,OBJECT ORIENTED ANALYSIS AND DESIGN USING UML,A,3,R1631054,DATABASE MANAGEMENT SYSTEMS,C,3,R1631055,OPERATING SYSTEMS,C,3,R1631056,UNIFIED MODELING LAB,O,2,R1631057,OPERATING SYSTEM & LINUX PROGRAMMING LAB,O,2,R1631058,DATABASE MANAGEMENT SYSTEM LAB,O,2",17H71A0585
"R1631049,PROFESSIONAL ETHICS & HUMAN VALUES,COMPLETED,0,R1631051,COMPILER DESIGN,A,3,R1631052,UNIX PROGRAMMING,S,3,R1631053,OBJECT ORIENTED ANALYSIS AND DESIGN USING UML,B,3,R1631054,DATABASE MANAGEMENT SYSTEMS,C,3,R1631055,OPERATING SYSTEMS,A,3,R1631056,UNIFIED MODELING LAB,O,2,R1631057,OPERATING SYSTEM & LINUX PROGRAMMING LAB,O,2,R1631058,DATABASE MANAGEMENT SYSTEM LAB,O,2",17H71A0586
"R1631049,PROFESSIONAL ETHICS & HUMAN VALUES,COMPLETED,0,R1631051,COMPILER DESIGN,A,3,R1631052,UNIX PROGRAMMING,B,3,R1631053,OBJECT ORIENTED ANALYSIS AND DESIGN USING UML,B,3,R1631054,DATABASE MANAGEMENT SYSTEMS,C,3,R1631055,OPERATING SYSTEMS,C,3,R1631056,UNIFIED MODELING LAB,O,2,R1631057,OPERATING SYSTEM & LINUX PROGRAMMING LAB,O,2,R1631058,DATABASE MANAGEMENT SYSTEM LAB,O,2",17H71A0573
"R1631049,PROFESSIONAL ETHICS & HUMAN VALUES,COMPLETED,0,R1631051,COMPILER DESIGN,B,3,R1631052,UNIX PROGRAMMING,B,3,R1631053,OBJECT ORIENTED ANALYSIS AND DESIGN USING UML,B,3,R1631054,DATABASE MANAGEMENT SYSTEMS,B,3,R1631055,OPERATING SYSTEMS,B,3,R1631056,UNIFIED MODELING LAB,O,2,R1631057,OPERATING SYSTEM & LINUX PROGRAMMING LAB,O,2,R1631058,DATABASE MANAGEMENT SYSTEM LAB,O,2",17H71A0587
"R1631049,PROFESSIONAL ETHICS & HUMAN VALUES,COMPLETED,0,R1631051,COMPILER DESIGN,D,3,R1631052,UNIX PROGRAMMING,B,3,R1631053,OBJECT ORIENTED ANALYSIS AND DESIGN USING UML,C,3,R1631054,DATABASE MANAGEMENT SYSTEMS,B,3,R1631055,OPERATING SYSTEMS,B,3,R1631056,UNIFIED MODELING LAB,O,2,R1631057,OPERATING SYSTEM & LINUX PROGRAMMING LAB,O,2,R1631058,DATABASE MANAGEMENT SYSTEM LAB,O,2",17H71A0588
"R1631049,PROFESSIONAL ETHICS & HUMAN VALUES,COMPLETED,0,R1631051,COMPILER DESIGN,F,0,R1631052,UNIX PROGRAMMING,B,3,R1631053,OBJECT ORIENTED ANALYSIS AND DESIGN USING UML,B,3,R1631054,DATABASE MANAGEMENT SYSTEMS,F,0,R1631055,OPERATING SYSTEMS,F,0,R1631056,UNIFIED MODELING LAB,O,2,R1631057,OPERATING SYSTEM & LINUX PROGRAMMING LAB,O,2,R1631058,DATABASE MANAGEMENT SYSTEM LAB,O,2",17H71A0589
"R1631049,PROFESSIONAL ETHICS & HUMAN VALUES,COMPLETED,0,R1631051,COMPILER DESIGN,B,3,R1631052,UNIX PROGRAMMING,B,3,R1631053,OBJECT ORIENTED ANALYSIS AND DESIGN USING UML,C,3,R1631054,DATABASE MANAGEMENT SYSTEMS,F,0,R1631055,OPERATING SYSTEMS,B,3,R1631056,UNIFIED MODELING LAB,O,2,R1631057,OPERATING SYSTEM & LINUX PROGRAMMING LAB,O,2,R1631058,DATABASE MANAGEMENT SYSTEM LAB,O,2",17H71A0590
"R1631049,PROFESSIONAL ETHICS & HUMAN VALUES,COMPLETED,0,R1631051,COMPILER DESIGN,B,3,R1631052,UNIX PROGRAMMING,B,3,R1631053,OBJECT ORIENTED ANALYSIS AND DESIGN USING UML,B,3,R1631054,DATABASE MANAGEMENT SYSTEMS,B,3,R1631055,OPERATING SYSTEMS,B,3,R1631056,UNIFIED MODELING LAB,O,2,R1631057,OPERATING SYSTEM & LINUX PROGRAMMING LAB,A,2,R1631058,DATABASE MANAGEMENT SYSTEM LAB,S,2",17H71A0591
"R1631049,PROFESSIONAL ETHICS & HUMAN VALUES,COMPLETED,0,R1631051,COMPILER DESIGN,A,3,R1631052,UNIX PROGRAMMING,B,3,R1631053,OBJECT ORIENTED ANALYSIS AND DESIGN USING UML,B,3,R1631054,DATABASE MANAGEMENT SYSTEMS,A,3,R1631055,OPERATING SYSTEMS,B,3,R1631056,UNIFIED MODELING LAB,O,2,R1631057,OPERATING SYSTEM & LINUX PROGRAMMING LAB,O,2,R1631058,DATABASE MANAGEMENT SYSTEM LAB,O,2",17H71A0592
"R1631049,PROFESSIONAL ETHICS & HUMAN VALUES,COMPLETED,0,R1631051,COMPILER DESIGN,C,3,R1631052,UNIX PROGRAMMING,D,3,R1631053,OBJECT ORIENTED ANALYSIS AND DESIGN USING UML,B,3,R1631054,DATABASE MANAGEMENT SYSTEMS,F,0,R1631055,OPERATING SYSTEMS,F,0,R1631056,UNIFIED MODELING LAB,O,2,R1631057,OPERATING SYSTEM & LINUX PROGRAMMING LAB,S,2,R1631058,DATABASE MANAGEMENT SYSTEM LAB,A,2",17H71A0593
"R1631049,PROFESSIONAL ETHICS & HUMAN VALUES,COMPLETED,0,R1631051,COMPILER DESIGN,F,0,R1631052,UNIX PROGRAMMING,D,3,R1631053,OBJECT ORIENTED ANALYSIS AND DESIGN USING UML,F,0,R1631054,DATABASE MANAGEMENT SYSTEMS,F,0,R1631055,OPERATING SYSTEMS,D,3,R1631056,UNIFIED MODELING LAB,B,2,R1631057,OPERATING SYSTEM & LINUX PROGRAMMING LAB,C,2,R1631058,DATABASE MANAGEMENT SYSTEM LAB,A,2",17H71A0594
"R1631049,PROFESSIONAL ETHICS & HUMAN VALUES,COMPLETED,0,R1631051,COMPILER DESIGN,C,3,R1631052,UNIX PROGRAMMING,B,3,R1631053,OBJECT ORIENTED ANALYSIS AND DESIGN USING UML,B,3,R1631054,DATABASE MANAGEMENT SYSTEMS,C,3,R1631055,OPERATING SYSTEMS,B,3,R1631056,UNIFIED MODELING LAB,O,2,R1631057,OPERATING SYSTEM & LINUX PROGRAMMING LAB,O,2,R1631058,DATABASE MANAGEMENT SYSTEM LAB,O,2",17H71A0595
,17H71A0596
"R1631049,PROFESSIONAL ETHICS & HUMAN VALUES,COMPLETED,0,R1631051,COMPILER DESIGN,C,3,R1631052,UNIX PROGRAMMING,B,3,R1631053,OBJECT ORIENTED ANALYSIS AND DESIGN USING UML,C,3,R1631054,DATABASE MANAGEMENT SYSTEMS,C,3,R1631055,OPERATING SYSTEMS,C,3,R1631056,UNIFIED MODELING LAB,O,2,R1631057,OPERATING SYSTEM & LINUX PROGRAMMING LAB,O,2,R1631058,DATABASE MANAGEMENT SYSTEM LAB,O,2",17H71A0597
"R1631049,PROFESSIONAL ETHICS & HUMAN VALUES,COMPLETED,0,R1631051,COMPILER DESIGN,C,3,R1631052,UNIX PROGRAMMING,B,3,R1631053,OBJECT ORIENTED ANALYSIS AND DESIGN USING UML,A,3,R1631054,DATABASE MANAGEMENT SYSTEMS,C,3,R1631055,OPERATING SYSTEMS,C,3,R1631056,UNIFIED MODELING LAB,O,2,R1631057,OPERATING SYSTEM & LINUX PROGRAMMING LAB,O,2,R1631058,DATABASE MANAGEMENT SYSTEM LAB,O,2",17H71A0598
